보고서,영역,섹션,필드값,대응_지표#,GOLD_매핑,매핑근거,매핑교정,종전_매핑,앵커_팩트,앵커_경합,앵커_강제,조립가능도,판정_근거(실측)
회원,2. 회원특성,2-1. [회원] 주간 중단보고,전년 대비 증감(건),공59,SV metric — 증감 = 당기−전기 (P7 시계열),SV파생,,,FACT_MEMBER_EVENT,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-1. [회원] 주간 중단보고,전년 대비 건 증감(%),공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),SV파생,,,FACT_MEMBER_EVENT,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-1. [회원] 주간 중단보고,전전년 대비 증감(명),공59,SV metric — 증감 = 당기−전기 (P7 시계열),SV파생,,,FACT_MEMBER_EVENT,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-1. [회원] 주간 중단보고,전전년 대비 증감(건),공59,SV metric — 증감 = 당기−전기 (P7 시계열),SV파생,,,FACT_MEMBER_EVENT,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-1. [회원] 주간 중단보고,전전년 대비 건 증감(%),공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),SV파생,,,FACT_MEMBER_EVENT,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-1. [회원] 주간 중단보고,기준년도,(215밖),DIM_DATE.YEAR,필드인벤토리·별칭등록부,,,FACT_MEMBER_EVENT,,,조립가능,`FACT_MEMBER_EVENT` → `DIM_DATE` FK 생존(비영 존재)
회원,2. 회원특성,2-1. [회원] 주간 중단보고,당해년도 주간 개발건,,FACT_MEMBER_EVENT.DEV_CNT,교정등록부(WRONG_GRAIN),WRONG_GRAIN,FACT_MEMBER_EVENT.DEV_CNT,FACT_MEMBER_EVENT,,,조립가능,"[매핑교정 WRONG_GRAIN] [O56] 「주간」 개발건은 일 축이 필요하다 — `FME.DATE_SK`. 이관 손실 0(DEV 월 롤업 2,291,878 전건 일치). ▸ 종전 매핑 `FACT_MEMBER_EVENT.DEV_CNT` → 교정 `FACT_MEMBER_EVENT.DEV_CNT` ▸ 앵커 팩트 `FACT_MEMBER_EVENT` 자체의 컬럼"
회원,2. 회원특성,2-1. [회원] 주간 중단보고,전년도 주간 개발건,,FACT_MEMBER_EVENT.DEV_CNT,교정등록부(WRONG_GRAIN),WRONG_GRAIN,FACT_MEMBER_EVENT.DEV_CNT,FACT_MEMBER_EVENT,,,조립가능,[매핑교정 WRONG_GRAIN] [O56] 위와 동일. ▸ 종전 매핑 `FACT_MEMBER_EVENT.DEV_CNT` → 교정 `FACT_MEMBER_EVENT.DEV_CNT` ▸ 앵커 팩트 `FACT_MEMBER_EVENT` 자체의 컬럼
회원,2. 회원특성,2-1. [회원] 주간 중단보고,전전년도 주간 개발건,,FACT_MEMBER_EVENT.DEV_CNT,교정등록부(WRONG_GRAIN),WRONG_GRAIN,FACT_MEMBER_EVENT.DEV_CNT,FACT_MEMBER_EVENT,,,조립가능,[매핑교정 WRONG_GRAIN] [O56] 위와 동일. ▸ 종전 매핑 `FACT_MEMBER_EVENT.DEV_CNT` → 교정 `FACT_MEMBER_EVENT.DEV_CNT` ▸ 앵커 팩트 `FACT_MEMBER_EVENT` 자체의 컬럼
회원,2. 회원특성,2-1. [회원] 주간 중단보고,중단율2(%),공55,SV metric — 분자: STOP_CNT / 분모: DEV_CNT,지표사전,,,FACT_MEMBER_EVENT,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-1. [회원] 주간 중단보고,가입경로,(215밖),DIM_MEMBER.JOIN_PATH_CD,필드인벤토리~,,,FACT_MEMBER_EVENT,,,조립가능,"`FACT_MEMBER_EVENT` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,2. 회원특성,2-1. [회원] 주간 중단보고,회원번호,,DIM_MEMBER.MEMBER_DK,교정등록부(WRONG_DIM),WRONG_DIM,DIM_MEMBER.MEMBER_DK,FACT_MEMBER_EVENT,,,조립가능,"[매핑교정 WRONG_DIM] `DIM_MEMBER_IDENTITY` 는 GA↔CRM 신원 브리지 전용 차원이고 **CRM 팩트에서 가는 FK 가 없다**. 회원번호는 모든 팩트에 `MEMBER_DK` 로 실재하고 `DIM_MEMBER` 자연키 조인이 살아 있다. 이 오매핑이 12필드에 걸쳐 반복됐다. ▸ 종전 매핑 `DIM_MEMBER.MEMBER_DK` → 교정 `DIM_MEMBER.MEMBER_DK` ▸ 앵커 팩트 `FACT_MEMBER_EVENT` 가 **동명 degenerate 컬럼 `MEMBER_DK` 을 직접 보유**한다 (실측 채움 4,633,105/4,633,105) — `DIM_MEMBER` 를 경유할 필요가 없다. 매핑을 앵커 로컬로 교정할 것(O47·P96-②)"
회원,2. 회원특성,2-1. [회원] 주간 중단보고,법인,공114,DIM_ORG.CORP,필드인벤토리,,,FACT_MEMBER_EVENT,,,값없음,"`DIM_ORG.CORP` 전건 NULL (1,315행)"
회원,2. 회원특성,2-1. [회원] 주간 중단보고,회원구분,(215밖),DIM_MEMBER.MBER_DIV_CD,필드인벤토리~,,,FACT_MEMBER_EVENT,,,조립가능,"`FACT_MEMBER_EVENT` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,2. 회원특성,2-1. [회원] 주간 중단보고,납입방식,,FACT_MEMBER_FEE.PAYMENT_SK,교정등록부(OPENED_O45),OPENED_O45,FACT_MEMBER_FEE.PAYMENT_SK,FACT_MEMBER_EVENT,,,배분규칙필요,[매핑교정 OPENED_O45] [O45] 결제수단은 **회비 행의 속성**이다(`SETLE_CD` 11종 · 채움 99.78%). `FMM` 은 회원-월 grain 이라 붙이면 귀속 규칙이 필요했다. ⚠️라벨 커버리지 99.3% — 5종(`3`·`10`·`6`·`13`·`7`)은 코드그룹 미특정(O45-B). ▸ 종전 매핑 `FACT_MEMBER_FEE.PAYMENT_SK` → 교정 `FACT_MEMBER_FEE.PAYMENT_SK` ▸ 시간축 상이 — `FACT_MEMBER_EVENT`=일 vs `FACT_MEMBER_FEE`=월. 🔴 굵은 쪽을 잘게 내리려면 **배분(귀속) 규칙**이 필요하다 — 규칙 없이 조인하면 굵은 값이 잘은 행마다 복제된다. 이것은 모델링이 아니라 **업무 판단**이다(O47·P95).
회원,2. 회원특성,2-1. [회원] 주간 중단보고,후원금액,(215밖),DIM_MEMBER_ACQUISITION.ACQ_SPNSR_AMT,필드인벤토리~,,,FACT_MEMBER_EVENT,,,조립가능,`FACT_MEMBER_EVENT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-1. [회원] 주간 중단보고,가입일,(215밖),FACT_MEMBER_EVENT.JOIN_DATE,필드인벤토리,,,FACT_MEMBER_EVENT,,,조립가능,앵커 팩트 `FACT_MEMBER_EVENT` 자체의 컬럼
회원,2. 회원특성,2-1. [회원] 주간 중단보고,중단일,(215밖),FACT_MEMBER_EVENT.STOP_DATE,필드인벤토리,,,FACT_MEMBER_EVENT,,,조립가능,앵커 팩트 `FACT_MEMBER_EVENT` 자체의 컬럼
회원,2. 회원특성,2-1. [회원] 주간 중단보고,중단사유,공162,DIM_REASON,지표사전,,,FACT_MEMBER_EVENT,,,조립가능,`FACT_MEMBER_EVENT` → `DIM_REASON` FK 생존(비영 존재)
회원,2. 회원특성,2-1. [회원] 주간 중단보고,브랜드,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_BRAND,FACT_MEMBER_EVENT,,,조립가능,[매핑교정 OPENED_O45] [O45] `FMM.CAMPAIGN_SK` 는 O8(다중귀속 규칙 미확정)로 전건 센티넬이다. **「획득 시점」 명시 규칙**으로 회원 1행에 캠페인을 확정해 우회했다(팬아웃 0 실측). ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` ▸ `FACT_MEMBER_EVENT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-1. [회원] 주간 중단보고,상위캠페인,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,FACT_MEMBER_EVENT,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME` ▸ `FACT_MEMBER_EVENT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-1. [회원] 주간 중단보고,가입캠페인,(215밖),DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,필드인벤토리,,,FACT_MEMBER_EVENT,,,조립가능,`FACT_MEMBER_EVENT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-1. [회원] 주간 중단보고,가입부서,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT,FACT_MEMBER_EVENT,,,조립가능,[매핑교정 OPENED_O45] 「가입」 부서는 정의상 **획득 시점** 부서다 — 현재 소속(`DIM_ORG.DEPARTMENT`)에 붙이면 조직 개편 이력이 섞여 조용히 틀린다(P60). ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT` ▸ `FACT_MEMBER_EVENT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-2. [회원] 월간 중단보고,연도초활동(건),공37·157,FACT_MEMBER_MONTHLY.ACTIVE_CNT,필드인벤토리~,,,FACT_MEMBER_MONTHLY,,,조립가능,앵커 팩트 `FACT_MEMBER_MONTHLY` 자체의 컬럼
회원,2. 회원특성,2-2. [회원] 월간 중단보고,신규기존구분,공113,DIM_MEMBER.NEW_EXISTING_FLAG,필드인벤토리,,,FACT_MEMBER_MONTHLY,,,조립가능,"`FACT_MEMBER_MONTHLY` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
회원,2. 회원특성,2-2. [회원] 월간 중단보고,누계개발(명),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_MONTHLY.DEV_MEMBERS,SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,누계개발(건),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_MONTHLY.DEV_CNT,SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,누계중단(명),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_EVENT.STOP_MEMBERS,SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,누계중단(건),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_MONTHLY.STOP_CNT,SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,누계중단율1(%),(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,전년도 증감(%),공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,전전년도 증감(%),공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,개발(건),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,필드인벤토리,,,FACT_MEMBER_MONTHLY,,,조립가능,앵커 팩트 `FACT_MEMBER_MONTHLY` 자체의 컬럼
회원,2. 회원특성,2-2. [회원] 월간 중단보고,전월말 활동(건),공37·157,FACT_MEMBER_MONTHLY.ACTIVE_CNT,필드인벤토리~,,,FACT_MEMBER_MONTHLY,,,조립가능,앵커 팩트 `FACT_MEMBER_MONTHLY` 자체의 컬럼
회원,2. 회원특성,2-2. [회원] 월간 중단보고,중단(명),(215밖),FACT_MEMBER_EVENT.STOP_MEMBERS,필드인벤토리,,,FACT_MEMBER_MONTHLY,,,집계필요,"시간축 상이 — `FACT_MEMBER_MONTHLY`=월 vs `FACT_MEMBER_EVENT`=일. 🟢 **불가가 아니다** — `FACT_MEMBER_EVENT` 를 앵커 grain 으로 **먼저 집계한 뒤** 조인하면 팬아웃이 0 이다. 🔴 naive 조인(사전집계 없이)만 이중계상을 만든다. 실측 증명: `FMM ⋈ (FSE→회원·월 사전집계)` 행 40,054,883 **불변** · 청구액 891,959,790,888 **불변**(2026-08-07 O47). ▸ BRONZE 근거: `FACT_MEMBER_EVENT` 는 **사건(일) grain**, `FACT_MEMBER_MONTHLY` 는 **월 grain** 이다. FMM 은 FME 의 월 롤업이므로(`SUM(DEV_CNT)` 양쪽 **2,291,878 동일**) 같은 표에서 더하면 **이중계상**이다. 필요한 축을 가진 쪽 **하나만** 고른다 — 일자·부서·사유·캠페인은 FME, 회비·미납은 FMM. ▸ 🔴 **비가산 처방**: `STOP_MEMBERS` 는 「명」이 아니라 **사건행당 1 인 플래그**다 — 실측(O56) `SUM(STOP_MEMBERS) = SUM(STOP_CNT) = 중단행수` 가 전부 **1,038,262** 로 동일하다. 주차별로 집계해 더하면 **972,925** 인데 실제 distinct 회원은 **903,064** 라 **7.74% 과대**다(같은 회원이 여러 주에 중단). 🟢 BRONZE 독립 확증: 원천 `TM_MM_FDRM_MBER_SPNSR_DSCNTC` 행 **1,038,262** · distinct `MBER_NO` **903,064** — GOLD 와 정확히 일치한다. ⇒ 처방은 「사전집계 후 SUM」이 아니라 **`COUNT(DISTINCT MEMBER_DK)`(비가산)** 이며 **주차 합계를 월로 더하지 않는다**"
회원,2. 회원특성,2-2. [회원] 월간 중단보고,중단(건),공35,FACT_MEMBER_MONTHLY.STOP_CNT,필드인벤토리,,,FACT_MEMBER_MONTHLY,,,조립가능,앵커 팩트 `FACT_MEMBER_MONTHLY` 자체의 컬럼
회원,2. 회원특성,2-2. [회원] 월간 중단보고,월 중단율(%),(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,중단 증감(명),공59,SV metric — 증감 = 당기−전기 (P7 시계열),SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,중단 증감(건),공59,SV metric — 증감 = 당기−전기 (P7 시계열),SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,중단율 증감(%p),공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,누계중단율2(%),(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,누계중단 증감(명),공59,SV metric — 증감 = 당기−전기 (P7 시계열),SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,누계중단 증감(건),공59,SV metric — 증감 = 당기−전기 (P7 시계열),SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,누계중단율 증감(%p),공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,미납중단(명),(215밖),FACT_MEMBER_EVENT.UNPAID_STOP_MEMBERS,필드인벤토리,,,FACT_MEMBER_MONTHLY,,,값없음,"`FACT_MEMBER_EVENT.UNPAID_STOP_MEMBERS` 전건 0 (4,633,105행)"
회원,2. 회원특성,2-2. [회원] 월간 중단보고,미납중단(건),(215밖),FACT_MEMBER_EVENT.UNPAID_STOP_CNT,필드인벤토리,,,FACT_MEMBER_MONTHLY,,,값없음,"`FACT_MEMBER_EVENT.UNPAID_STOP_CNT` 전건 0 (4,633,105행)"
회원,2. 회원특성,2-2. [회원] 월간 중단보고,전체 중 미납중단구성비(%),(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,2. 회원특성,2-2. [회원] 월간 중단보고,전체회원 활동(건),공37·157,FACT_MEMBER_MONTHLY.ACTIVE_CNT,필드인벤토리~,,,FACT_MEMBER_MONTHLY,,,조립가능,앵커 팩트 `FACT_MEMBER_MONTHLY` 자체의 컬럼
회원,2. 회원특성,2-2. [회원] 월간 중단보고,부서,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적),교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적),FACT_MEMBER_MONTHLY,,,조립가능,[매핑교정 OPENED_O45] 🔴 **같은 라벨이 두 축이다**(O34 `_AT_PLEDGE`/`_AT_EVENT` 규약 재적용). 개발실적보고의 부서 = **사건 부서** · 연간분석(회비)의 부서 = **획득 부서**. 두 값은 다르다. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적)` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적)` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-2. [회원] 월간 중단보고,브랜드,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_BRAND,FACT_MEMBER_MONTHLY,,,조립가능,[매핑교정 OPENED_O45] [O45] `FMM.CAMPAIGN_SK` 는 O8(다중귀속 규칙 미확정)로 전건 센티넬이다. **「획득 시점」 명시 규칙**으로 회원 1행에 캠페인을 확정해 우회했다(팬아웃 0 실측). ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-2. [회원] 월간 중단보고,상위캠페인,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,FACT_MEMBER_MONTHLY,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-2. [회원] 월간 중단보고,캠페인,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,FACT_MEMBER_MONTHLY,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,2. 회원특성,2-2. [회원] 월간 중단보고,후원사업,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),교정등록부(OPENED_O45),OPENED_O45,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),FACT_MEMBER_MONTHLY,,,조립가능,"[매핑교정 OPENED_O45] 🔴 **같은 라벨이 두 축이다**. 회비·미납 분석의 후원사업 = **납입 대상**(회비 행에 붙은 값, `SPNSR_BSNS_ID` 채움 99.83%) → `FACT_MEMBER_FEE`. 개발·중단·회원특성 분석의 후원사업 = **획득 시점**(그 회원을 데려온 사업) → `DIM_MEMBER_ACQUISITION`. 한 회원이 여러 후원사업에 내므로 회원-월 grain 에 하나로 붙일 수 없다(회원-월 37,148,615 → 회원-월-후원사업 39,563,730). ⚠️ 목표(`FACT_TARGET_DEV`)에는 후원사업 축이 없어 **목표 대비 후원사업별 달성률은 불가**하다. ▸ 종전 매핑 `FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득)` → 교정 `FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득)` ▸ [축 병기 — 앵커 `FACT_MEMBER_MONTHLY` 에 맞는 축 선택] `DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재) ▸ 다른 병기 축 `FACT_MEMBER_FEE.SPONSORSHIP_SK` 은 `형제팩트중복` (O47)"
