# 생성기: scripts/gen_metric_gold_mapping.py | 측정일: 2026-08-10
# 본 파일은 자동 생성물입니다. 직접 수정 금지 — 생성기 scripts/gen_metric_gold_mapping.py 수정 후 재실행하세요.

## 지표 → GOLD 매핑 (215)
지표#,구분,지표명,유형,소스,단위,GOLD_배속,GOLD_매핑(물리컬럼/SV base),SILVER_원천,BRONZE_원천,정본_계산식,상태,상태_근거
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,상위캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,후원사업,CRM,문자,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),,교정등록부(OPENED_O45)
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,회원상태,CRM,문자,공132,DIM_MEMBER,,지표사전
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,최초가입일,CRM,날짜,공28,DIM_MEMBER.FIRST_JOIN_DATE,,필드인벤토리~
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입(원),CRM,숫자(회계),공69·70,FACT_MEMBER_MONTHLY.PAID_FEE,,필드인벤토리·별칭등록부
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,누계납입(원),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: YTD 누계,SV파생
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,기준일(납입일),CRM,날짜,,FACT_MEMBER_FEE.LAST_PAY_DATE_SK,,교정등록부(OPENED_O45)
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,결제방식,CRM,문자,,FACT_MEMBER_FEE.PAYMENT_SK,,교정등록부(OPENED_O45)
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,회원번호,CRM,숫자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송일,CRM,날짜,(215밖),FACT_SERVICE_EVENT.DATE_SK,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송구분(대),CRM,문자,공133,DIM_SERVICE.SEND_TYPE_L,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송구분(중),CRM,문자,공134,DIM_SERVICE.SEND_TYPE_M,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송구분(소),CRM,문자,공135,DIM_SERVICE.SEND_TYPE_S,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,제목,CRM,문자,공136,FACT_SERVICE_EVENT.SEND_TITLE,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송유형,CRM,문자,(215밖),FACT_SERVICE_EVENT.SEND_TYPE,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송(명),CRM,숫자(회계),,SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK),,교정등록부(WRONG_UNIT)
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,성공(명),CRM,숫자(회계),,FACT_SERVICE_EVENT.SUCCESS_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,실패(명),CRM,숫자(회계),,FACT_SERVICE_EVENT.FAIL_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송대비 성공율(%),CRM,백분율,(FSE 파생),SV metric — 성공율(%) = SUCCESS_MEMBERS/SEND_MEMBERS,,SV파생
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,회원번호,CRM,문자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,아동번호,CRM,문자,,(미매핑 — 결연 도메인 SILVER 모델 부재),,교정등록부(WRONG_DIM)
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,결연회원중단여부,CRM,문자,(215밖),FACT_SERVICE_EVENT.MEMBER_STOP_FLAG,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,회원상태,CRM,문자,공132,DIM_MEMBER,,지표사전
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송상태1,CRM,문자,공138,FACT_SERVICE_EVENT.SEND_STATUS,,필드인벤토리~
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,발송상태2,CRM,문자,(215밖),FACT_SERVICE_EVENT.SEND_STATUS2,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,중단(명),CRM,숫자(회계),(215밖),FACT_MEMBER_EVENT.STOP_MEMBERS,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,중단(건),CRM,숫자(회계),공35,FACT_MEMBER_MONTHLY.STOP_CNT,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,최초캠페인,CRM,문자,공29,DIM_MEMBER.FIRST_CAMPAIGN,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,최초브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,최초상위캠페인,CRM,문자,(215밖),DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,필드인벤토리~
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,최초 후원사업,CRM,문자,(215밖),DIM_MEMBER.FIRST_SPONSORSHIP,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,현재 후원사업,CRM,문자,(215밖),DIM_MEMBER.CURRENT_SPONSORSHIP,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,연령대,CRM,숫자+문자,(215밖),DIM_MEMBER.AGE_BAND,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,증액(명),CRM,숫자(회계),공150,FACT_MEMBER_MONTHLY.INCREASE_MEMBERS,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,증액(건),CRM,숫자(회계),공151,FACT_MEMBER_MONTHLY.INCREASE_CNT,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,서신 참여(명),CRM,숫자(회계),공88,FACT_SERVICE_EVENT.LETTER_PART_MEMBERS,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,서신 참여(건),CRM,숫자(회계),공89,FACT_SERVICE_EVENT.LETTER_PART_CNT,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,선물금 참여(명),CRM,숫자(회계),공90,FACT_SERVICE_EVENT.GIFT_PART_MEMBERS,,필드인벤토리
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,선물금 참여(건),CRM,숫자(회계),공90,FACT_SERVICE_EVENT.GIFT_PART_MEMBERS,,필드인벤토리(단위)
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · CRM 필드,이벤트 관리,CRM,숫자(회계),(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES,,필드인벤토리·별칭등록부
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · GA 필드,조회수,GA,숫자(회계),공96,FACT_GA_BEHAVIOR.VIEW_CNT,,필드인벤토리~
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · GA 필드,이벤트수,GA,숫자(회계),공95,FACT_GA_BEHAVIOR.EVENT_CNT,,필드인벤토리~
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · GA 필드,세션수,GA,숫자(회계),공97,FACT_GA_BEHAVIOR.SESSION_CNT,,필드인벤토리~
3. 서비스,3-1. [회원] 서비스효과성분석보고 (알림톡/이메일) *일일기준 · GA 필드,평균 세션 시간,GA,숫자(회계),공98,FACT_GA_BEHAVIOR.AVG_SESSION_DURATION,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,발송일,CRM,날짜,(215밖),FACT_SERVICE_EVENT.DATE_SK,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,발송구분(대),CRM,문자,공133,DIM_SERVICE.SEND_TYPE_L,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,발송구분(중),CRM,문자,공134,DIM_SERVICE.SEND_TYPE_M,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,발송구분(소),CRM,문자,공135,DIM_SERVICE.SEND_TYPE_S,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,제목,CRM,문자,공136,FACT_SERVICE_EVENT.SEND_TITLE,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,발송유형,CRM,문자,(215밖),FACT_SERVICE_EVENT.SEND_TYPE,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,발송(명),CRM,숫자(회계),,SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK),,교정등록부(WRONG_UNIT)
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,성공(명),CRM,숫자(회계),,FACT_SERVICE_EVENT.SUCCESS_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,실패(명),CRM,숫자(회계),,FACT_SERVICE_EVENT.FAIL_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,발송대비 성공율(%),CRM,백분율,(FSE 파생),SV metric — 성공율(%) = SUCCESS_MEMBERS/SEND_MEMBERS,,SV파생
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,개발(명),CRM,숫자(회계),공148,FACT_MEMBER_MONTHLY.DEV_MEMBERS,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,개발(건),CRM,숫자(회계),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,중단(명),CRM,숫자(회계),(215밖),FACT_MEMBER_EVENT.STOP_MEMBERS,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,중단(건),CRM,숫자(회계),공35,FACT_MEMBER_MONTHLY.STOP_CNT,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,발송 대비 개발명(%),CRM,백분율,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,발송 대비 중단명(%),CRM,백분율,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,회원번호,CRM,숫자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,상위캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,후원사업,CRM,문자,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),,교정등록부(OPENED_O45)
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,연령대,CRM,숫자+문자,(215밖),DIM_MEMBER.AGE_BAND,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,성별,CRM,문자,공130,DIM_MEMBER,,지표사전
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,지역,CRM,문자,공131,DIM_MEMBER.REGION,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · CRM 필드,후원기간(개월),CRM,날짜,공127,FACT_MEMBER_MONTHLY.SPONSOR_MONTHS,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,event_category,GA,문자,공99,DIM_GA_EVENT,,지표사전
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,event_label,GA,문자,공100,DIM_GA_EVENT,,지표사전
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,event_action,GA,문자,공101,DIM_GA_EVENT,,지표사전
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,세션수,GA,숫자(회계),공97,FACT_GA_BEHAVIOR.SESSION_CNT,,필드인벤토리~
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,조회수,GA,숫자(회계),공96,FACT_GA_BEHAVIOR.VIEW_CNT,,필드인벤토리~
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,이벤트수,GA,숫자(회계),공95,FACT_GA_BEHAVIOR.EVENT_CNT,,필드인벤토리~
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,참여세션수,GA,숫자(회계),(215밖),FACT_GA_BEHAVIOR.ENGAGED_SESSIONS,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,이탈률,GA,백분율,공108,FACT_GA_BEHAVIOR.BOUNCE_RATE,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,참여율,GA,백분율,(215밖),FACT_GA_BEHAVIOR.ENGAGEMENT_RATE,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,평균세션시간,GA,"시간(분,초)",공98,FACT_GA_BEHAVIOR.AVG_SESSION_DURATION,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,세션당 평균 참여 시간,GA,"시간(분,초)",(215밖),FACT_GA_BEHAVIOR.AVG_ENGAGEMENT_TIME_PER_SESSION,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,평균 세션 시간2,GA,"시간(분,초)",공98,FACT_GA_BEHAVIOR.AVG_SESSION_DURATION,,필드인벤토리~
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,세션당 평균 참여 시간2,GA,"시간(분,초)",(215밖),FACT_GA_BEHAVIOR.AVG_ENGAGEMENT_TIME_PER_SESSION,,필드인벤토리~
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,방문수,GA,숫자(회계),공92,FACT_GA_BEHAVIOR.VISITS,,필드인벤토리~
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,세션캠페인,GA,문자,공102,FACT_GA_BEHAVIOR.CAMPAIGN_SK,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,세션 수동 광고 콘텐츠,GA,문자,공103,DIM_GA_SOURCE.UTM_CONTENT,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,세션 수동 검색어,GA,문자,공104,DIM_GA_SOURCE.UTM_TERM,,필드인벤토리
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,페이지경로+쿼리문자열,GA,URL(회원번호포함),공105,FGA(attr),,지표사전
3. 서비스,3-2. [회원] 증액마케팅보고 *월간기준 · GA 필드,페이지위치,GA,"URL(UTM, 회원번호숫자포함)",공106,FACT_GA_BEHAVIOR.PAGE_LOCATION,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,발송일,CRM,날짜,(215밖),FACT_SERVICE_EVENT.DATE_SK,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,발송구분(대),CRM,문자,공133,DIM_SERVICE.SEND_TYPE_L,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,발송구분(중),CRM,문자,공134,DIM_SERVICE.SEND_TYPE_M,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,발송구분(소),CRM,문자,공135,DIM_SERVICE.SEND_TYPE_S,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,제목,CRM,문자,공136,FACT_SERVICE_EVENT.SEND_TITLE,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,발송(명),CRM,문자,,SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK),,교정등록부(WRONG_UNIT)
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,성공(명),CRM,숫자(회계),,FACT_SERVICE_EVENT.SUCCESS_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,실패(명),CRM,숫자(회계),,FACT_SERVICE_EVENT.FAIL_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,발송대비 성공율(%),CRM,백분율,(FSE 파생),SV metric — 성공율(%) = SUCCESS_MEMBERS/SEND_MEMBERS,,SV파생
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,오픈(명),CRM,숫자(회계),,FACT_SERVICE_EVENT.OPEN_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,발송성공대비 오픈율(%),CRM,백분율,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,개발(명),CRM,숫자(회계),공148,FACT_MEMBER_MONTHLY.DEV_MEMBERS,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,개발(건),CRM,숫자(회계),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,발송성공대비 개발율(%),CRM,백분율,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,회원번호,CRM,문자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,상위캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,홍보방법,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,,교정등록부(OPENED_O45)
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,개발구분,CRM,문자,공121,FACT_MEMBER_MONTHLY.DEV_TYPE,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · CRM 필드,메일수신여부,CRM(UMS),문자,(215밖),FACT_SERVICE_EVENT.MAIL_RECEIVE_FLAG,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,세션수,GA,숫자+문자,공97,FACT_GA_BEHAVIOR.SESSION_CNT,,필드인벤토리~
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,평균 세션 시간,GA,문자,공98,FACT_GA_BEHAVIOR.AVG_SESSION_DURATION,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,이탈율,GA,숫자(회계),공108,FACT_GA_BEHAVIOR.BOUNCE_RATE,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,스크롤깊이,GA,숫자(회계),공107,FACT_GA_BEHAVIOR.SCROLL_DEPTH,,필드인벤토리
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,event_category,GA,문자,공99,DIM_GA_EVENT,,지표사전
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,event_label,GA,문자,공100,DIM_GA_EVENT,,지표사전
3. 서비스,3-3. [회원] 개발메일결과보고 *일간기준 · GA 필드,event_action,GA,문자,공101,DIM_GA_EVENT,,지표사전
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송일,CRM,날짜,(215밖),FACT_SERVICE_EVENT.DATE_SK,,필드인벤토리
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송구분(대),CRM,문자,공133,DIM_SERVICE.SEND_TYPE_L,,필드인벤토리
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송구분(중),CRM,문자,공134,DIM_SERVICE.SEND_TYPE_M,,필드인벤토리
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송구분(소),CRM,문자,공135,DIM_SERVICE.SEND_TYPE_S,,필드인벤토리
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,제목,CRM,문자,공136,FACT_SERVICE_EVENT.SEND_TITLE,,필드인벤토리
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송유형,CRM,문자,(215밖),FACT_SERVICE_EVENT.SEND_TYPE,,필드인벤토리
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송(명),CRM,숫자(회계),,SV metric — SV_SERVICE.DISTINCT_SEND_MEMBERS = COUNT(DISTINCT MEMBER_DK),,교정등록부(WRONG_UNIT)
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,성공(명),CRM,숫자(회계),,FACT_SERVICE_EVENT.SUCCESS_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,실패(명),CRM,숫자(회계),,FACT_SERVICE_EVENT.FAIL_MEMBERS,,교정등록부(WRONG_UNIT)
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,발송대비 성공율(%),CRM,백분율,(FSE 파생),SV metric — 성공율(%) = SUCCESS_MEMBERS/SEND_MEMBERS,,SV파생
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,회원상태,CRM,문자,공132,DIM_MEMBER,,지표사전
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,납입방식,CRM,문자,,FACT_MEMBER_FEE.PAYMENT_SK,,교정등록부(OPENED_O45)
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · CRM 필드,중단채널,CRM,문자,(215밖),FACT_SERVICE_EVENT.STOP_CHANNEL,,필드인벤토리
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · GA 필드,세션캠페인,GA,숫자+문자,공102,FACT_GA_BEHAVIOR.CAMPAIGN_SK,,필드인벤토리
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · GA 필드,세션콘텐츠,GA,문자,공103,DIM_GA_SOURCE.UTM_CONTENT,,필드인벤토리·별칭등록부
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · GA 필드,조회수,GA,숫자(회계),공96,FACT_GA_BEHAVIOR.VIEW_CNT,,필드인벤토리~
3. 서비스,3-4. [회원] 미납중단안내서비스보고 *일간기준 · GA 필드,세션수,GA,숫자(회계),공97,FACT_GA_BEHAVIOR.SESSION_CNT,,필드인벤토리~
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,참여일,CRM,날짜,,(미매칭 — GOLD 물리·SV 대응 미확인),,(미매칭)
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,정기후원금,CRM,숫자(회계),(215밖),FACT_EVENT_PARTICIPATION.REGULAR_DONATION,,필드인벤토리~
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,정기후원금 *(중복)*,CRM,숫자(회계),(215밖),FACT_EVENT_PARTICIPATION.REGULAR_DONATION,,필드인벤토리~
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,총 참여수,CRM,숫자(회계),(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES,,필드인벤토리·별칭등록부
3. 서비스,3-5. [회원] 참여콘텐츠분석보고 (온라인이벤트) *일간기준 · CRM 필드,이벤트 참여 횟수 - 전체,CRM,숫자(회계),(215밖),FACT_EVENT_PARTICIPATION.PARTICIPATION_TIMES,,필드인벤토리~
