# 생성기: scripts/gen_bronze_exposure_audit.py | 러너: scripts/run_bronze_audit_host.py | 감사일: 2026-09-02
# 자동 생성물 — 생성기 scripts/gen_bronze_exposure_audit.py(+러너 scripts/run_bronze_audit_host.py) 재실행으로 갱신. 직접 편집 금지.

원천시스템,BRONZE_테이블,BRONZE_컬럼,데이터타입,판정,신뢰도,비고
CRM,TM_PM_MBRFEE_ACMSLT,SPNSR_NO,TEXT,노출됨(GOLD),중간(스키마만),GOLD 컬럼 존재하나 dbt projection 미확인 — 값 유무 실측 필요(P15)
CRM,TM_PM_MBRFEE_ACMSLT,SPNSR_BSNS_NO,NUMBER,노출됨(GOLD),중간(스키마만),GOLD 컬럼 존재하나 dbt projection 미확인 — 값 유무 실측 필요(P15)
CRM,TM_PM_MBRFEE_ACMSLT,SPNSR_BSNS_ID,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `SPONSORSHIP_SK` (FACT_MEMBER_FEE.sql)
CRM,TM_PM_MBRFEE_ACMSLT,RELATNSP_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,OVSEA_AID_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,MBRFEE_MT,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,MBRFEE_SQNC,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,RQEST_MT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,RQEST_SQNC,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,MBRFEE_DIV_CD,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `FEE_DIV_CD` (FACT_MEMBER_FEE.sql)
CRM,TM_PM_MBRFEE_ACMSLT,GFT_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,GFTMNEY_CHILD_CD,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,ONCE_CMPGN_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,TOGETH_WTDRW_REQUST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,TOGETH_WTDRW_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,SETLE_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,SETLE_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_PM_MBRFEE_ACMSLT,SETLE_ENTRPS_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,PAYER_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,RQEST_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,RQEST_AMT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,RQEST_DE,DATE,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,PAY_AMT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,PAY_DE,DATE,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,PAY_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,PRCS_STAT_CD,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_PM_MBRFEE_ACMSLT,RQST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,RST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,ELCTR_SETLE_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,SETLE_CMPNY_ACNT_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,MBRFEE_BNKB_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,ACNUT_SER_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,FNLT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,BILLKEY,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,RQEST_RST_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,PRCS_RST_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,TRNSFER_REQUST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,TRNSFER_MBRFEE_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,TRNSFER_DNTN_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,TRNSFER_RSN_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,RETUN_REQUST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,RETUN_MBRFEE_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,RETUN_RSN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_PM_MBRFEE_ACMSLT,OPERTOR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,OPERTOR_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,OPERT_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,OPERT_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,OPER_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,OPER_RST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_PM_MBRFEE_ACMSLT,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,SETLE_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,CPR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_PM_SETLE_INFO,SETLE_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_PM_SETLE_INFO,WTDRW_STRT_DE,DATE,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,WTDRW_ASMT_SQNC,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,WTDRW_ASMT_SQNC_UPDT_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,FNLT_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,FNLT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,SETLE_ENTRPS_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,CARD_TRMVT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,ACNUT_SER_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,PAYER_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,CARD_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,MBTLNUM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,ETC_CTTPC,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,ETC_CTTPC_REL_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,PAYER_MBER_REL_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,CRTFC_MTH_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,CRTFC_FILE_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,CRTFC_DATA_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,CRTFC_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,FILE_SIZE,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,BILLKEY,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,SETLE_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,RQST_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,RCEPT_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,APRV_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,APRV_REQUST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,APRV_RST_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,FRST_BEGIN_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,RQEST_EXCL_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,RQEST_EXCL_STRT_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,RQEST_EXCL_END_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,APPLCNT_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,APPLCNT_MBTLNUM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,APPLCNT_ETC_CTTPC,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,APPLCNT_ETC_CTTPC_REL_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,APPLCNT_MBER_REL_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,BF_SETLE_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,OPERT_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_SETLE_INFO,CRTFC_TY_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_PM_SETLE_INFO,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,FRST_RGSTR_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_PM_SETLE_INFO,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,LAST_UPDUSR_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_SETLE_INFO,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_PM_SETLE_INFO,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,BPLC_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,NATION_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,BPLC_KORNM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,BPLC_ENGNM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,BSNS_STRT_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,BSNS_END_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,RELATNSP_BSNS_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,RELATNSP_BSNS_DSCNTC_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,GFTMNEY_PSBL_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,LETTER_PSBL_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,BPLC_DC,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,WTWK_FROM_DSTNC,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,CNCSN_RSN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,BPLC_MTCHG_MNG_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_RM_BPLC_MNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_BPLC_MNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_RM_BPLC_MNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,CHILD_CD,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_CHILD_MSTR_INFO,CHILD_NO,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,BPLC_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,SEX,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_RM_CHILD_MSTR_INFO,RELATNSP_STAT_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,CHILD_STAT_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,CHILD_DTL_STAT_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,REGIST_DIV_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_RM_CHILD_MSTR_INFO,LAST_REGIST_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,RE_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,MNYRS_NATION_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,CMS_CHILD_NO,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_CHILD_MSTR_INFO,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_RM_CHILD_MSTR_INFO,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_CHG_INFO,RELATNSP_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_CHG_INFO,CHG_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_CHG_INFO,CHG_RSN_CD,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_CHG_INFO,CHG_RST_CD,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_CHG_INFO,CHG_PERSON_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_CHG_INFO,CHG_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_CHG_INFO,CHG_RELATNSP_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_CHG_INFO,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_RM_RELATNSP_CHG_INFO,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,RELATNSP_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,MNG_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,MBRFEE_KEY,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,SETLE_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,SETLE_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,SETLE_BANK_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,GFTMNEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,GFT_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,KOREAN_RM_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,ENGL_RM_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,SNDNG_DE,DATE,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,EHGT,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,GFTMNEY_DOLLAR_AMT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,APRV_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,UNREPLY_RSN_CD,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,TRNSFER_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,TRNSFER_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,TRNSFER_AFTER_RELATNSP_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_RM_RELATNSP_GFTMNEY_INFO,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_LETTER_INFO,RELATNSP_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_LETTER_INFO,MNG_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_LETTER_INFO,LETTER_DIV_CD,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_LETTER_INFO,CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_RM_RELATNSP_LETTER_INFO,RCEPT_DE,DATE,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_LETTER_INFO,SNDNG_DE,DATE,SILVER까지만,높음,GOLD 미승격
CRM,TM_RM_RELATNSP_LETTER_INFO,ONLINE_POST_WRITNG_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
